original_sentence,processed_tokens
"Davalı vekili, taraflar arasındaki ticari ilişkinin sözleşmeye dayanmayıp hakedişler üzerinden devam ettiğini, taraflar arasında bir vade kararlaştırılmadığını, davacının hakedişleri geç düzenlediğini, inşaat işinin tamamlandığını, hakedişlerin oluşturulduğunu ve 286.101,42 TL + KDV bedel üzerinde mutabakat sağlandığını, davacının da bu miktarı oluşturan 11/12/2015 tarihli 6 adet fatura düzenlediğini, ancak faturaların vade tarihlerine riayet etmeyerek 22/12/2015 tarihinde haksız ve kötüniyetle icra takibine giriştiğini, müvekkilinin ana parayı ödemek suretiyle 31/12/2015 tarihinde itiraz ettiğini, davacının asıl alacak yanında yüklü miktarda icra harç ve masrafı ile avukatlık ücreti ödenmesini hedeflediğini, müvekkilinin temerrüde düşmediğini, TTK'nın 1530/4.",davalı Vekil taraf ara ticarî ilişki sözleşmek dayanmak haketmek Üzer devam etmek taraf ara bir vade karar davacı haketmek geç düzenlemek inşaat iş tamam haketmek oluşmak kdv bedel üzerinde mutabakat sağ davacı miktar oluşmak tarih âdet fatura düzenlemek ancak fatura vade tarih Riayet etmek tarih Hak Unk icra takip girişmek müvekkil ana para ödemek suret tarih itiraz etmek davacı asıl alacak yanında yük miktar icra harç masraf avukat ücret Unk hedeflemek müvekkil Temerrüd düşmek Ttk
"Maddesinde taraflar arasında bir vade öngörülmemiş ise faturanın borçlu tarafından alınmasını takip eden 30 günlük sürenin sonunda temerrüt oluşacağının düzenlendiğini, müvekkiline hiç bir ihtar veya bildirim yapılmadığını, tebliğ aldığı ödeme emri kapsamında dosyaya ödeme yaptığını belirterek, davanın reddine karar verilmesini istemiştir.",madde taraf ara bir vade öngörmek fatura borç tarafından alınmak takip etmek günlük süre sonunda temerrüt oluşmak düzenlemek müvekkil bir ihtar bildiri yapmak tebliğ almak ödemek emir kapsam dosya ödemek yapmak belirtmek dava Redd karmak vermek istemek
"Mahkemece, taraflar arasında asıl alacak miktarı olan 286.099,41 TL fatura bedeli konusunda uyuşmazlık bulunmadığı, davalının asıl alacağı 12/01/2016 tarihinde ihtirazi kayıt koyarak takip dosyasına ödediği, dava tarihi itibariyle asıl alacak miktarının icra dosyasına depo edilmesi ve faturalara ilişkin 30 günlük vade tarihinin dolmuş olması nazara alındığında davalı yanın vadeye ilişkin itirazının ve ihtirazi kaydının konusuz kaldığı, itirazın ortadan kalktığı, takibe konu faturaların 30 günlük süreden önce takibe konulduğu ve dava tarihinden önce borcun depo edildiği gerekçeleriyle, konusuz kalan davanın esası hakkında karar verilmesine yer olmadığına, davacı tarafın icra inkar tazminatı talebinin reddine karar verilmiştir.",mahkeme taraf ara asıl alacak miktar o fatura bedel konu uyuşmak bulunmak davalı asıl alacak tarih İhtirazi kayıtmak koymak takip dosya ödemek dav tarihî itibarî asıl alacak miktar icra dosya depo etmek fatura ilişkin günlük vade tarih dolmuş olmak nazar alınmak davalı yanmak vade ilişkin itiraz İhtirazi kayıt konu kalmak itiraz orta kalkmak takip konu fatura günlük süre önce takip konmak dav tarih önce borç depo etmek gerekçe konu kala dava esas hakkında karmak vermek yemek olmak davacı taraf icra inkâr tazminat talep Redd karmak vermek
"Davacı vekili tarafından sunulan istinaf dilekçesinde, davacı lehine icra ve inkar tazminatına hükmedilmemesinin hatalı olduğu, davalı itirazının yalnızca vadeye ilişkin olduğu, dosyaya ödeme yaparken paranın davacıya ödenmesine muvafakat etmeyerek açıkça kötüniyetli olduğunu belirterek, yerel mahkeme kararının kaldırılmasına karar verilmesini istemiştir.",davacı Vekil tarafından sunmak istinaf dilekçe davacı Leh icra inkâr tazminat hükmetmek hata olmak davalı itiraz yalnızca vade ilişkin olmak dosya ödemek yapmak para davacı Unk muvafakat etmek açık Unk olmak belirtmek yerel Mahke karar kaldırmak karmak vermek istemek
"Davalı vekili istinaf dilekçesinde, müvekkili lehine hüküm kurmasına rağmen, müvekkilinin davacıya 23.115,96 TL nispi vekalet ücreti ödemesine hükmetmesinin hatalı olduğunu belirterek, yerel mahkemece müvekkili aleyhine vekalet ücretine ilişkin kurduğu hükmün kaldırılmasına karar verilmesini istemiştir.",davalı Vekil istinaf dilekçe müvekkil Leh hüküm kurmak rağmen müvekkil davacı nispî vekâlet ücret ödemek hükmetmek hata olmak belirtmek yerel mahkeme müvekkil aleyh vekâlet ücret ilişkin kurmak hüküm kaldırmak karmak vermek istemek
"Dava, eser sözleşmesinden kaynaklanan itirazın iptali, takibin devamı ve icra inkar tazminatı istemlerine ilişkindir.",dav esmek sözleşme kaynaklanmak itiraz iptal takip deva icra inkâr tazminat istem ilişkin
"Taraflar arasında yazılı sözleşme bulunmayıp, beş mağazanın inşaat işlerinin yapımı konusunda şifahen anlaşıldığı konusunda uyuşmazlık yoktur.",taraf ara yazılı sözleşmek bulunmak beş mağaza inşaat iş yapı konu şifahen anlaşmak konu uyuşmak yok
"Davacı yüklenici tarafından toplam 286.099,41 TL iş bedelinin tahsili için icra takibi yapılmış, davalı süresi içerisinde itiraz dilekçesinde, faturalara konu alacağın vade tarihi dikkate alınmadan ve alacak muaccel hale gelmeden icra takibi yapıldığı gerekçesiyle borca itiraz etmiş, daha sonra sunduğu 12/01/2016 tarihli dilekçesinde, 286.101,41 TL'nin 30 günlük ödeme vadesinin gelmesi nedeniyle itirazi kayıt koyarak icra dairesine havale edildiğini, bunun itirazın geri çekildiği anlamına gelmediğini, ödenen paranın takip alacaklısı tarafında çekilmesine muvafakatının bulunmadığını bildirmiştir.",davacı yüklemek tarafından toplam bedel tahsil icra takip yapmak davalı süre içeri itiraz dilekçe fatura konu alacak vade tarihî dikkat alınmak alacak muaccel hal gelmek icra takip yapmak gerekçe bor itiraz etmek sonra sunmak tarih dilekçe Tl günlük ödemek vade gelmek nedeniyle Unk kayıtmak koymak icra daire havale etmek bu itiraz geri çekilmek anlam gelmek Unk para takip alacak taraf çekilmek Muvafakatı bulunmak bildirmek
"Taraflar arasında iş bedelini oluşturan asıl alacak miktarı konusunda uyuşmazlık bulunmadığı ve itirazın konusuz kaldığı gerekçesiyle esas hakkında karar verilmesine yer olmadığına dair yerel mahkeme kararı yerinde olup, icra inkar tazminatının şartlarının bulunmadığı, vekalet ücretinin de usul ve yasaya uygun olduğu göz önüne alınarak taraf vekillerinin istinaf taleplerinin esastan reddine karar verilmesi gerekmiştir.",taraf ara bedel oluşmak asıl alacak miktar konu uyuşmak bulunmak itiraz konu kalmak gerekçe esas hakkında karmak vermek yemek olmak dair yerel Mahke karar yerinde Unk icra inkâr tazminat şart bulunmak vekâlet ücret usul yasamak uygun olmak göz ön alınmak taraf Vekil istinaf talep esas Redd karmak vermek gerekmek
"Açıklanan nedenlerle, tarafların esasa ilişkin istinaf talebi bulunmadığından, istinaf sebepleriyle sınırlı olarak yapılan inceleme ve değerlendirme sonucunda; yerel mahkeme kararı usul ve yasaya uygun bulunduğundan, taraf vekillerinin istinaf taleplerinin esastan reddine karar verilmesi gerekmiştir.",açık neden taraf esas ilişkin istinaf talep bulunmak istinaf sebep sınır Unk yapılanmak incelmek değerlendirmek sonuç yerel Mahke karar usul yasamak uygun bulunmak taraf Vekil istinaf talep esas Redd karmak vermek gerekmek
HÜKÜM: Gerekçesi yukarıda açıklandığı üzere; 1- İstanbul 16.,hüküm gerekçe yukarı açık üzere İstanbul
"Asliye Ticaret Mahkemesi'nin 21/02/2017 tarih ve 2016/480 esas, 2017/106 karar sayılı kararında usul ve esas yönünden yasaya aykırı bir durum bulunmamasına göre, taraf vekillerinin istinaf başvurularının HMK'nın 353/1-b-1 maddesi gereğince esastan REDDİNE, 2-Alınması gereken 35,90-TL istinaf karar harcından peşin alınan 31,40-TL'nin mahsubu ile bakiye 4,50-TL istinaf karar harcının davacıdan alınarak HAZİNEYE GELİR KAYDINA, 3-Davalı tarafça yatırılan 895,40 TL istinaf karar harcından alınması gereken 35,90 TL harcın mahsubu ile fazladan yatırılan 859,50 TL harcın kararın kesinleşmesi ve istek halinde davalıya İADESİNE, 4-Taraflarca yapılan istinaf yargılama giderlerinin kendi üzerlerinde bırakılmasına, 5-İstinaf incelemesi sırasında duruşma açılmadığından taraflar yararına vekâlet ücreti takdirine yer olmadığına, Dosya üzerinde yapılan inceleme sonucunda, 6100 sayılı HMK'nın 361.",asliye ticaret mahkeme tarih esas karmak sayılı karar usul esas yön yasamak aykırı bir durum bulunmak göre taraf Vekil istinaf başvuru Unk madde gereğince esas Redd alınmak gerekmek istinaf karmak harç peşin alınmak Tl Unk Bakiye istinaf karmak harç davacı alınmak hazine gelmek Unk davalı taraf yatırmak istinaf karmak harç alınmak gerekmek harç Unk fazladan yatırmak harç kararmak kesin istek hal davalı iade taraf yapılanmak istinaf yargılamak gider kendi üzer bırakmak istinaf incelemek sırasında duruşma açmak taraf yarar Unk ücret takdir yemek olmak dosya üzerinde yapılanmak incelmek sonuç sayılı Unk
Maddesi gereğince kararın tebliğ tarihinden itibaren 2 hafta içerisinde Yargıtay'da temyiz yolu açık olmak üzere 03/10/2018 tarihinde oybirliği ile karar verildi.,madde gereğince kararmak tebliğ tarih itibaren hafta içeri Yargıtay temyiz yol açık olmak üzere tarih oybirliği karmak vermek
"GEREĞİ GÖRÜŞÜLÜP DÜŞÜNÜLDÜ : Davacı vekili, taraflar arasındaki şifahi anlaşma sonucu Kocaeli'nde bulunan ... AVM'nin yemek katındaki beş adet mağaza ve bir adet deponun inşaat işinin tamamlanıp Haziran 2015'de davalıya teslim edildiğini, taraflar arasındaki pazarlıklar sonucu 286.099,41 TL'de mutabık kalınarak bu miktar için 11/12/2015'de 6 adet fatura düzenlenerek davalıya tebliğ edildiğini, borç ödenmeyince İstanbul ....İcra Müdürlüğünün ...esas sayılı dosyası ile icra takibi yaptıklarını, itiraz üzerine takibin durduğunu, takibin durmasından sonra davalının 286.099,41 TL'yi icra dosyasına yatırmasına rağmen paranın davacıya ödenmesine kötüniyetle muvafakat etmediği için tahsil edilemediğini, davalının itirazında alacak miktarına itiraz etmediğini, TTK'nın 1530/4.maddesinde düzenlenen 30 günlük ödeme süresinin taraflar arasında geçerli olmadığını belirterek, itirazın iptaline, takibin devamına ve %20'den az olmamak üzere icra inkar tazminatının davalıdan tahsiline karar verilmesini talep ve dava etmiştir.",gerek görüşmek düşünmek davacı Vekil taraf ara şifahî anlaşmak sonuç Kocaeli bulunmak Avm yemek kat beş âdet mağaza bir âdet depo inşaat iş tamam haziran davalı teslim etmek taraf ara pazarlık sonuç Tl mutabık kalınmak miktar âdet fatura düzenlemek davalı tebliğ etmek borç Unk İstanbul icra müdür esas sayılı dosya icra takip yapmak itiraz üzerine takip durmak takip durmak sonra davalı Tl icra dosya yatırmak rağmen para davacı Unk Unk muvafakat etmek tahsil etmek davalı itiraz alacak miktar itiraz etmek Ttk madde düzenlemek günlük ödemek süre taraf ara geçerli olmak belirtmek itiraz iptal takip devam de olmak üzere icra inkâr tazminat davalı tahsil karmak vermek talep dav etmek
"Davalı vekili, taraflar arasındaki ticari ilişkinin sözleşmeye dayanmayıp hakedişler üzerinden devam ettiğini, taraflar arasında bir vade kararlaştırılmadığını, davacının hakedişleri geç düzenlediğini, inşaat işinin tamamlandığını, hakedişlerin oluşturulduğunu ve 286.101,42 TL + KDV bedel üzerinde mutabakat sağlandığını, davacının da bu miktarı oluşturan 11/12/2015 tarihli 6 adet fatura düzenlediğini, ancak faturaların vade tarihlerine riayet etmeyerek 22/12/2015 tarihinde haksız ve kötüniyetle icra takibine giriştiğini, müvekkilinin ana parayı ödemek suretiyle 31/12/2015 tarihinde itiraz ettiğini, davacının asıl alacak yanında yüklü miktarda icra harç ve masrafı ile avukatlık ücreti ödenmesini hedeflediğini, müvekkilinin temerrüde düşmediğini, TTK'nın 1530/4.",davalı Vekil taraf ara ticarî ilişki sözleşmek dayanmak haketmek Üzer devam etmek taraf ara bir vade karar davacı haketmek geç düzenlemek inşaat iş tamam haketmek oluşmak kdv bedel üzerinde mutabakat sağ davacı miktar oluşmak tarih âdet fatura düzenlemek ancak fatura vade tarih Riayet etmek tarih Hak Unk icra takip girişmek müvekkil ana para ödemek suret tarih itiraz etmek davacı asıl alacak yanında yük miktar icra harç masraf avukat ücret Unk hedeflemek müvekkil Temerrüd düşmek Ttk
"Maddesinde taraflar arasında bir vade öngörülmemiş ise faturanın borçlu tarafından alınmasını takip eden 30 günlük sürenin sonunda temerrüt oluşacağının düzenlendiğini, müvekkiline hiç bir ihtar veya bildirim yapılmadığını, tebliğ aldığı ödeme emri kapsamında dosyaya ödeme yaptığını belirterek, davanın reddine karar verilmesini istemiştir.",madde taraf ara bir vade öngörmek fatura borç tarafından alınmak takip etmek günlük süre sonunda temerrüt oluşmak düzenlemek müvekkil bir ihtar bildiri yapmak tebliğ almak ödemek emir kapsam dosya ödemek yapmak belirtmek dava Redd karmak vermek istemek
"Mahkemece, taraflar arasında asıl alacak miktarı olan 286.099,41 TL fatura bedeli konusunda uyuşmazlık bulunmadığı, davalının asıl alacağı 12/01/2016 tarihinde ihtirazi kayıt koyarak takip dosyasına ödediği, dava tarihi itibariyle asıl alacak miktarının icra dosyasına depo edilmesi ve faturalara ilişkin 30 günlük vade tarihinin dolmuş olması nazara alındığında davalı yanın vadeye ilişkin itirazının ve ihtirazi kaydının konusuz kaldığı, itirazın ortadan kalktığı, takibe konu faturaların 30 günlük süreden önce takibe konulduğu ve dava tarihinden önce borcun depo edildiği gerekçeleriyle, konusuz kalan davanın esası hakkında karar verilmesine yer olmadığına, davacı tarafın icra inkar tazminatı talebinin reddine karar verilmiştir.",mahkeme taraf ara asıl alacak miktar o fatura bedel konu uyuşmak bulunmak davalı asıl alacak tarih İhtirazi kayıtmak koymak takip dosya ödemek dav tarihî itibarî asıl alacak miktar icra dosya depo etmek fatura ilişkin günlük vade tarih dolmuş olmak nazar alınmak davalı yanmak vade ilişkin itiraz İhtirazi kayıt konu kalmak itiraz orta kalkmak takip konu fatura günlük süre önce takip konmak dav tarih önce borç depo etmek gerekçe konu kala dava esas hakkında karmak vermek yemek olmak davacı taraf icra inkâr tazminat talep Redd karmak vermek
"Davacı vekili tarafından sunulan istinaf dilekçesinde, davacı lehine icra ve inkar tazminatına hükmedilmemesinin hatalı olduğu, davalı itirazının yalnızca vadeye ilişkin olduğu, dosyaya ödeme yaparken paranın davacıya ödenmesine muvafakat etmeyerek açıkça kötüniyetli olduğunu belirterek, yerel mahkeme kararının kaldırılmasına karar verilmesini istemiştir.",davacı Vekil tarafından sunmak istinaf dilekçe davacı Leh icra inkâr tazminat hükmetmek hata olmak davalı itiraz yalnızca vade ilişkin olmak dosya ödemek yapmak para davacı Unk muvafakat etmek açık Unk olmak belirtmek yerel Mahke karar kaldırmak karmak vermek istemek
"Davalı vekili istinaf dilekçesinde, müvekkili lehine hüküm kurmasına rağmen, müvekkilinin davacıya 23.115,96 TL nispi vekalet ücreti ödemesine hükmetmesinin hatalı olduğunu belirterek, yerel mahkemece müvekkili aleyhine vekalet ücretine ilişkin kurduğu hükmün kaldırılmasına karar verilmesini istemiştir.",davalı Vekil istinaf dilekçe müvekkil Leh hüküm kurmak rağmen müvekkil davacı nispî vekâlet ücret ödemek hükmetmek hata olmak belirtmek yerel mahkeme müvekkil aleyh vekâlet ücret ilişkin kurmak hüküm kaldırmak karmak vermek istemek
"Dava, eser sözleşmesinden kaynaklanan itirazın iptali, takibin devamı ve icra inkar tazminatı istemlerine ilişkindir.",dav esmek sözleşme kaynaklanmak itiraz iptal takip deva icra inkâr tazminat istem ilişkin
"Taraflar arasında yazılı sözleşme bulunmayıp, beş mağazanın inşaat işlerinin yapımı konusunda şifahen anlaşıldığı konusunda uyuşmazlık yoktur.",taraf ara yazılı sözleşmek bulunmak beş mağaza inşaat iş yapı konu şifahen anlaşmak konu uyuşmak yok
