original_sentence,processed_tokens
"Mahkemece, kazaya karışan ... plâkalı araç sürücüsünün meydana gelen kazada tam kusurlu olduğu, araçta yolcu olarak bulunan davacıların desteği ...'in herhangi bir kusurunun bulunmadığı kabûl edilerek, davalı ... tarafından 14.06.2015 tarihinde davacılara yapılan ödemede dikkate alınarak, bilirkişi raporu ve ıslah dilekçesi doğrultusunda, ""Davanın kabulü ile; davacı ... için 117.879,35 TL , davacı ...için 53.316,93 TL tazminatın 13/09/2014 tarihinden itibaren işleyecek yasal faizi ile birlikte davalıdan tahsili ile davacılara ödenmesine,"" karar verilmiş, karara karşı davalı ... vekili tarafından süresi içerisinde istinaf yoluna başvurulmuştur.",mahkemeç kaza karışa plkal araç sürücü meyda gele kaza tam kusurlu olduk araç yolcu olarak buluna davaç destek herhangi bir kusur bulunmadık kabl edilerek daval taraf tarih davacı yapıla ödeme dikka alınarak bilirkiş rapor ıslah dilekçes doğrultu dava kabulü davaç davaç tazminat tarih itibare işleyecek yasal faiz birlik davalı tahsil davacı ödenme karar veril karar karşı daval vekil taraf süres içeri istinaf yol başvurul
"Davalı ... vekilinin istinaf sebepleri; davacı eş ...'in mahkemece verilen karardan sonra yeniden evlendiği, yeniden evlenmesi nedeniyle müteveffanın desteğinden yoksun kalması durumunun ortadan kalktığı, bu nedenle mahkemece verilen kararın kaldırılması gerektiği, mahkemece faiz başlangıç tarihinin kısmi ödeme tarihi olan 14/05/2015 yerine 13/09/2014 olarak esas alınmasının hatalı bulunduğu hususlarına ilişkindir.",daval vekil istinaf sebep davaç mahkemeç verile karar sonra yeni evlendik yeni evlenmes neden müteveffa destek yok kalmas durum orta kalktık nede mahkemeç verile karar kaldırılmas gerektik mahkemeç faiz başlangıç tarih kısmi öde tarih ola yer olarak esas alınma hatal bulunduk husus ilişk
"Dava, trafik kazası nedeniyle destekten yoksun kalma tazminatı talebine ilişkin bulunmaktadır.",dav trafik kazas neden destek yok kalma tazminat talep ilişk bulunmak
UYAP üzerinden temin edilen nüfus kayıtlarına göre davacı ... mahkeme karar tarihi olan 02/03/2017 tarihinden sonra 29/03/2017 tarihinde evlenmiş bulunmaktadır.,uyap üzer te edile nüfus kayıt gör davaç mahke karar tarih ola tarih sonra tarih evle bulunmak
Bu durumda davacı ...'in müteveffanın desteğinden yoksun kalması durumu ortadan kalkmış olup evlendiği tarihten sonrası için destekten yoksun kalma tazminatı talep etme hakkını kaybetmiş bulunmaktadır(Yargıtay 17.,dur davaç müteveffa destek yok kalmas dur orta kalkmış olup evlendik tarih sonras destek yok kalma tazminat talep etme hakk kaybet bulunmaktadıryargıtay
"Hukuk Dairesi'nin 09/04/2018 tarih ve 2015/6503 E., 2018/3897
K. Sayılı kararı).",hukuk daire tarih sayıl karar
Davacı ...'in mevcut yeni durum karşısında destekten yoksun kalma tazminatının belirlenmesi amacıyla Dairemizce HMK 356.,davaç mevcut ye dur karşı destek yok kalma tazminat belirlenmes amaç daire hmk
"Maddesi gereğince duruşma açılmasına karar verilmiş, dosyaya daha evvel rapor sunan hesap bilirkişisi Ali İhsan Doğan'dan ek rapor alınmıştır.",maddes gerek duruşma açılma karar veril dosya evvel rapor suna hesap bilirkişis ali ih doğa rapor al
"Hesap bilirkişisi ... 15/07/2018 tarihli ek raporu ile davacı ...'in kaza tarihi ile yeniden evlenmiş olduğu 29/03/2017 tarihi arasında talep edebileceği destekten yoksun kalma tazminatının 11.879,02-TL olduğunu tespit etmiştir.",hesap bilirkişis tarihli rapor davaç kaz tarih yeni evle olduk tarih ara talep edebilecek destek yok kalma tazminat olduk tespit et
Rapor içeriğine tarafların bir itirazı bulunmamaktadır.,rapor içerik taraf bir itiraz bulunmamak
"Dairemizce de, temin edilen rapor hüküm kurmaya elverişli bulunmakla hükme esas alınmıştır.",daire te edile rapor hük kurma elverişli bulunmak hükme esas al
"Yine, Mahkemece hükmedilen tazminata kaza tarihi olan 13/09/2014 tarihinden itibaren faiz işletilmiş bulunmaktadır.",y mahkemeç hükmedile tazmina kaz tarih ola tarih itibare faiz işletil bulunmak
"Kaza sonrasında davalı ... Hesabına başvuru yapılmış ve ... tarafından davacı tarafa 14/05/2015 tarihinde 71.916,00-TL ödeme yapılmıştır.",kaz sonra daval hesap başvur yapıl taraf davaç taraf tarih öde yapıl
"Buna göre Mahkemece, ...nın temerrüt tarihinin kısmi ödeme yaptığı 14/05/2015 olduğu gözetilmeden kaza tarihinden itibaren faize hükmedilmesi hatalı olmuştur.",p gör mahkemeç nın temerrüt tarih kısmi öde yaptık olduk gözetilme kaz tarih itibare faiz hükmedilmes hatal ol
"Bu itibarla davalı vekilinin istinaf talebinin kabulüne, Mahkeme kararındaki kesinleşmiş hükümler de dikkate alınarak, Mahkemece ... yönünden verilen kararın kaldırılmasına, bu davacı yönünden destekten yoksun kalma tazminatının düzeltilerek yeniden hüküm kurulmasına, ayrıca her iki davacı yönünden hükmedilen faizin başlangıç tarihi de düzeltilmek suretiyle HMK 353/1-b/2 maddesi gereğince yeniden hüküm kurulmasına karar verilmesi gerekmiştir.",itibar daval vekil istinaf talep kabul mahke karar kesinleş hüküm dikka alınarak mahkemeç yön verile karar kaldırılma davaç yön destek yok kalma tazminat düzeltilerek yeni hük kurulma ayrıç ik davaç yön hükmedile faiz başlangıç tarih düzeltilmek suret hmk maddes gerek yeni hük kurulma karar verilmes gerek
"HÜKÜM: Gerekçe uyarınca;
1-İstanbul 12.",hük gerekçe uyar istanbul
"Asliye Ticaret Mahkemesi'nin 02/03/2017 tarih ve 2015/584 E., 2017/125 K. sayılı kararına karşı davalı ... vekili tarafından yapılan istinaf talebinin KABÛLÜNE,
1/1-İstinaf yasa yoluna başvuran davalı ... tarafından yatırılan 2.923,60-TL nispi  istinaf karar ve ilam harcı ile 85,70-TL istinaf yoluna başvurma harcının talep halinde davalıya İADESİNE,
1/2- Davacı taraf istinaf yargılamasında kendini vekille temsil ettirdiğinden karar tarihi AAÜT gereğince belirlenen 2.180,00-TL vekâlet ücretinin davalı ... Hesabından alınarak davacı tarafa verilmesine,
1/3- Davalı ... vekili, istinaf yargılamasındaki duruşmalara katılmadığından lehine vekâlet ücreti takdirine YER OLMADIĞINA,
1/4- Davalı ... tarafından istinaf aşamasında yapılan ve 46,00-TL tebligat gideri, 300,00-TL bilirkişi ücretinden ibaret toplam 346,00-TL yargılama giderinin davacı taraftan alınarak davalı tarafa verilmesine,
2-İstanbul 12.",asli ticaret mahkeme tarih sayıl karar karşı daval vekil taraf yapıla istinaf talep kabl istinaf yas yol başvura daval taraf yatırıla nispi istinaf karar ila harcı istinaf yol başvurma harcı talep hal davalı iade davaç taraf istinaf yargılama kendi vekil temsil ettirdik karar tarih aaüt gerek belirlene veklet ücret daval hesap alınarak davaç taraf verilme daval vekil istinaf yargılamas duruşma katılmadık leh veklet ücret takdir yer olmadik daval taraf istinaf aşama yapıla tebligat gider bilirkiş ücret ibaret topla yargıla gider davaç taraf alınarak daval taraf verilme istanbul
"Asliye Ticaret Mahkemesinin 02/03/2017 tarih ve 2015/584 E., 2017/125 K. sayılı kararının KALDIRILMASINA,
2/1- Davanın kısmen kabûlü, kısmen reddi ile davacı eş ... için belirlenen 11.879,02-TL, davacı çocuk Zümrüt Şen için belirlenen 53.316,93-TL maddi tazminatların 14/05/2015 tarihinden itibaren işleyecek yasal faiziyle birlikte davalı ... Hesabından alınarak davacı tarafa verilmesine, fazlaya ilişkin talebin reddine,
2/2- Alınması gerekli 4.453,53-TL nispi karar ve ilam harcından davacı tarafından peşin olarak yatırılan 605,59-TL harcın mahsubu ile bakiye 3.847,94-TL karar  ve ilam harcının davalıdan alınarak Hazineye gelir kaydına,
2/3-Yargılama gideri olan 31,80-TL dava açılış gideri, 577,89-TL ıslah harcı, 862,20-TL bilirkişi ücreti, tebligat ve posta ücreti olmak üzere toplam 1.471,89-TL'nin davanın kabul-red oranına göre 560,53-TL'sinin davalıdan alınarak davacı tarafa verilmesine, 911,35-TL'sinin davacı taraf üzerinde bırakılmasına,
2/4- Davacı taraf kendisini vekil ile temsil ettirdiğinden karar tarihi AAÜT gereğince belirlenen 7.521,55-TL vekalet ücretinin davalıdan alınarak davacı tarafa verilmesine,
2/5- Davalı taraf kendisini vekil ile temsil ettirdiğinden karar tarihi AAÜT gereğince belirlenen 11.230,03-TL vekalet ücretinin davacılardan alınarak davalıya verilmesine,
2/6- HMK 333. md.",asli ticaret mahkeme tarih sayıl karar kaldirilma dava kısme kablü kısme redi davaç belirlene davaç çocuk zümrüt şen belirlene maddi tazminat tarih itibare işleyecek yasal faiz birlik daval hesap alınarak davaç taraf verilme fazla ilişk talep reddi alınmas gerekli nispi karar ila harç davaç taraf peş olarak yatırıla harç mahsup baki karar ila harcı davalı alınarak hazine gelir kaydı yargıla gider ola dav açılış gider ıslah harcı bilirkiş ücret tebligat pos ücret olmak üzer topla tlnin dava kabulredi oran gör tlsi davalı alınarak davaç taraf verilme tlsi davaç taraf üzer bırakılma davaç taraf kendi vekil temsil ettirdik karar tarih aaüt gerek belirlene vekalet ücret davalı alınarak davaç taraf verilme daval taraf kendi vekil temsil ettirdik karar tarih aaüt gerek belirlene vekalet ücret davacı alınarak davalı verilme hmk
"uyarınca davacı ve davalı tarafından yatırılan ve bakiye kalan gider avansının kararın kesinleşmesi sonrası talep halinde yatıran tarafa iadesine,
Dair, davacı vekilinin yüzüne karşı, davalı vekilinin yokluğunda, 20/7/2017 tarih ve 7035 sayılı Kanunun 31 inci maddesiyle değişik HMK.",uyar davaç daval taraf yatırıla baki kala gider avansı karar kesinleşmes sonras talep hal yatıra taraf iade dair davaç vekil yüz karşı daval vekil yokluk tarih sayıl kanu inci madde değişik hmk
m. 361/1.,
"hükmü gereğince, kararın tebliğinden itibaren 2 hafta içerisinde Yargıtay'a temyiz başvurusunda bulunma yolu açık olmak üzere, oy birliğiyle karar verildi.",hükmü gerek karar teblik itibare haf içeri yargıta temyiz başvuru bulunma yol açık olmak üzer birlik karar veril
25/09/2018.,
"GEREĞİ DÜŞÜNÜLDÜ:
Davacı vekili dava dilekçesinde özetle; davalı ... şirketi nezdinde sigortalı ... sevk ve idaresindeki ... plakalı ticari taksinin 24/10/2012 tarihinde çarpması sonucu müvekkilinin %10 oranında sürekli sakat kaldığını, müvekkilinin bir kusurunun bulunmadığını, sigortalı araç sürücüsünün asli kusurlu olduğunu, ihtilafın tazminat miktarı yönünden olduğunu, fazlaya ilişkin hakların saklı kalması kaydıyla şimdilik 5.000,00 TL tazminatın davalıdan tahsiline karar verilmesini talep etmiştir.",gerek düşünül davaç vekil dav dilekçe özet daval şirket nezdi sigortal sevk idares plakal ticar taksi tarih çarpmas sonuç müvekkil oran sürekli sakat kaldık müvekkil bir kusur bulunmadık sigortal araç sürücü asli kusurlu olduk ihtilaf tazminat miktar yön olduk fazla ilişk hak saklı kalmas kaydı şimdilik tazminat davalı tahsil karar verilme talep et
"Davalı ... vekili cevap dilekçesinde; müvekkili şirketin sigortalının kusuru ve poliçe limitiyle sınırlı olarak sorumlu olduğunu, kaza tarihi itibariyle kişi başına 225.000 TL sakatlık ve ölüm teminatı belirlendiğini, sürekli sakatlığın Adli Tıp Kurumu 3.",daval vekil cevap dilekçe müvekkil şirket sigortal kusur poliç limit sınırlı olarak sorumlu olduk kaz tarih itibar kiş baş sakatlık öl teminat belirlendik sürekli sakatlık adli tıp kur
"İhtisas Dairesi'nden alınacak raporla ispatlanması gerektiğini, aktüerya bilirkişisinden de rapor alınarak karar verilmesi gerektiğini, dava tarihinden itibaren ve yasal faiz talep edilebileceğini beyan etmiştir.",ihtisas daire alınacak rapor ispatlanmas gerektik aktüerya bilirkişi rapor alınarak karar verilmes gerektik dav tarih itibare yasal faiz talep edilebilecek beya et
İstanbul 7.,istanbul
"Asliye Ticaret Mahkemesi'nin dosya kapsamında aldığı 04/12/2015 tarihli kusur raporunda davalı ... şirketine ZMMS poliçesi ile sigortalı ... plakalı aracın sürücüsü ...'ın % 75, davacı yaya ...'in  % 25 oranında kusurlu olduğunu beyan ettiği anlaşılmıştır.",asli ticaret mahkeme dosya kapsam aldık tarihli kusur rapor daval şirket zmms poliçes sigortal plakal araç sürücüs davaç ya oran kusurlu olduk beya ettik anlaşıl
Maluliyet oranının tespiti yönünden alınan Manisa Adli Tıp Şube Müdürlüğünün 31/03/2014 tarihli ön raporunda şahsın nöroloji uzmanı bulunan bir hastaneye gönderilerek maruz kaldığı travma nedeniyle nörolojik muayenesinin yaptırılmasının talep edildiği görülmüştür.,maluliyet oran tespit yön alına manis adli tıp şube müdürlük tarihli rapor şah nöroloji uzma buluna bir hastane gönderilerek maruz kaldık travma neden nörolojik muayene yaptırılma talep edildik görül
"Ege Üniversitesi Tıp Fakültesi Hastanesi Nöroloji Ana Bilim Dalı'nın 15/01/2015 tarihli sağlık kurulu raporunda ""sol radial duyusal sinirin lezyon düzeyinde farsiyel aksonal dejenerasyonu ile uyumlu elektro fizyolojik bulgular"" bulunduğu, tanının ""radial sinir lezyonu"" olarak tespit edildiği beyan edilmiştir.",egi üniversites tıp fakültes hastanes nöroloji an bil dal tarihli sağlık kurul rapor sol radial duyusal sinir lezyo düzey farsiyel aksonal dejenerasyo uyumlu elektro fizyolojik bulgu bulunduk tan radial sinir lezyo olarak tespit edildik beya edil
"Manisa Adli Tıp Şube Müdürlüğünün 06/05/2015 tarihli 2015/604 sayılı raporunda ...'in 24/10/2012 tarihinde maruz kaldığı araç dışı trafik kazası nedeniyle ""sol radius kemiği alt uç kırığının kişinin vücunda kısıtlılık, kısalık, atrofiye neden olmadan iyileştiği, EMG tetkik raporunda motor sinirlerde patoloji olmadığı sol radial duyusal sinirin lezyon düzeyinde farsiyel aksonal dejenerasyonu ile uyumlu elektro fizyolojik bulgular "" saptandığından meslekte kazanma gücünden meydana gelen azalma oranının 03/08/2013 gün 28727 sayılı RG yayınlanan maluliyet tespit işlemleri yönetmeliğinden faydalanılarak hesaplandığında bu yaralanmanın meslekte kazanma gücü yönünden karşılığının olmadığı, ancak özürlülük ölçütü sınıflandırması ve özürlülere verilecek sağlık kurulu raporları hakkında yönetmeliğe göre hesaplandığında radial sinir duyusal kayıp veya ağrı nedeniyle kişinin özür durumuna göre tüm vücut özür oranının % 3 olduğu beyan edilmiştir.",manis adli tıp şube müdürlük tarihli sayıl rapor tarih maruz kaldık araç dış trafik kazas neden sol radius kemik alt kırık kiş vüç kısıtlılık kısalık atrofi olma iyileştik emg tetkik rapor motor sinir patoloji olmadık sol radial duyusal sinir lezyo düzey farsiyel aksonal dejenerasyo uyumlu elektro fizyolojik bulgu saptandık meslek kazanma güç meyda gele azalma oran gün sayıl yayınlana maluliyet tespit işlem yönetmelik faydalanılarak hesaplandık yaralanma meslek kazanma güç yön karşılık olmadık ancak özürlülük ölçüt sınıflandırmas özürlü verilecek sağlık kurul rapor hakk yönetmelik gör hesaplandık radial sinir duyusal kayıp ağrı neden kiş özür durum gör vücut özür oran olduk beya edil
"Mahkemece alınan 09/03/2016 tarihli raporda tarafların dosyadaki kusur oranlarına göre yapılan incelemede tüm vücut özür oranının % 3 olduğu kabul edildiğinde iş görmezlik zararı olarak zararının 9.306,20 TL olduğu beyan edilmiştir.",mahkemeç alına tarihli rapor taraf dosya kusur oran gör yapıla inceleme vücut özür oran olduk kabul edildik görmezlik zarar olarak zarar olduk beya edil
